case,config,part_a,part_b,part_a_name,part_b_name,is_adjacent,mean_bbox_overlap,volume_bbox_overlap,thin_axis_overlap,normalized_center_distance,normalized_center_distance_xy,invalid_overlap_penalty,pair_separation_or_contact_score
0013_01_frame001,multishell_topology_decoder_true,4,5,left_leg,right_leg,False,1.0,1.0,1.0,0.029618452006958867,0.023835727889940803,0.85,0.04113673889855399
0013_01_frame001,multishell_topology_decoder_true,4,6,left_leg,left_foot_endpoint,True,0.9477505513424097,0.9447547132769997,1.0,0.281295727250477,0.15216614794220115,0.0,0.5007419858648481
0013_01_frame001,multishell_topology_decoder_true,4,7,left_leg,right_foot_endpoint,False,0.804034372213029,0.7529119076267544,1.0,0.528285165897439,0.4811290041886623,0.95,0.7337293970797765
0013_01_frame001,multishell_topology_decoder_true,5,6,right_leg,left_foot_endpoint,False,0.9260695538839779,0.9243629608496924,1.0,0.30694052108198683,0.1739552497776396,0.95,0.42630627928053727
0013_01_frame001,multishell_topology_decoder_true,5,7,right_leg,right_foot_endpoint,True,0.8133806010066701,0.7606721909738451,1.0,0.5512320373562373,0.5037640304068647,0.0,0.10128302008669918
0013_01_frame001,multishell_topology_decoder_true,6,7,left_foot_endpoint,right_foot_endpoint,False,0.778078668616453,0.7627406546746558,1.0,0.5136117120808598,0.38727985837276896,0.8,0.7133496001123053
0013_01_frame001,front_back_occupancy_true,0,1,head_hair,torso_shoulder,True,0.5336915287258633,0.4496271253875714,0.5707520678853667,0.22721138277482508,0.16970828902179907,0.0,0.46236469613143083
0013_01_frame001,front_back_occupancy_true,0,2,head_hair,left_arm_endpoint,False,0.5683081930055591,0.0,0.8025856381664831,0.2714328535965348,0.23718341557279657,0.0,0.3769900744396317
0013_01_frame001,front_back_occupancy_true,0,3,head_hair,right_arm_endpoint,False,0.355926885523999,0.3366002270352608,0.3793475092433638,0.3249356593422593,0.1770899053622958,0.19791404753951644,0.45129952686424907
0013_01_frame001,front_back_occupancy_true,0,4,head_hair,left_leg,False,1.0,1.0,1.0,0.26296278687808744,0.1644324371742343,1.0,0.3652260928862326
0013_01_frame001,front_back_occupancy_true,0,5,head_hair,right_leg,False,1.0,1.0,1.0,0.2550254500197821,0.2252427388996077,1.0,0.3542020139163641
0013_01_frame001,front_back_occupancy_true,0,6,head_hair,left_foot_endpoint,False,0.8397160043500254,0.8037057314024879,1.0,0.4697949234364243,0.179166361231631,1.0,0.652492949217256
0013_01_frame001,front_back_occupancy_true,0,7,head_hair,right_foot_endpoint,False,0.874398230449545,0.8541639702870641,1.0,0.4961085668835022,0.43764514066042604,1.0,0.6890396762270864
